adm0_name,mkt_name,cm_name,mp_price,date,um_name,Gradient
Honduras,National Average,Rice (milled 80-20),5377.507615889662,2011-4,KG,70.7627513644602
Honduras,National Average,Rice (milled 80-20),5504.785021665445,2011-5,KG,127.27740577578334
Honduras,National Average,Rice (milled 80-20),5504.785021665445,2011-6,KG,0.0
Honduras,National Average,Rice (milled 80-20),5366.853884981783,2011-7,KG,-137.93113668366186
Honduras,National Average,Rice (milled 80-20),5490.537695660789,2011-8,KG,123.68381067900555
Honduras,National Average,Rice (milled 80-20),5511.42256917684,2011-9,KG,20.884873516050902
Honduras,National Average,Rice (milled 80-20),5485.510850468908,2011-10,KG,-25.91171870793187
Honduras,National Average,Rice (milled 80-20),5530.120737396163,2011-11,KG,44.6098869272555
Honduras,National Average,Rice (milled 80-20),5744.312653447259,2011-12,KG,214.1919160510961
Honduras,National Average,Rice (milled 80-20),5699.537968414512,2012-1,KG,-44.774685032747584
Honduras,National Average,Rice (milled 80-20),5447.078226562753,2012-2,KG,-252.45974185175874
Honduras,National Average,Rice (milled 80-20),6117.163873591907,2012-3,KG,670.0856470291537
Honduras,National Average,Rice (milled 80-20),6046.812176909823,2012-4,KG,-70.35169668208346
Honduras,National Average,Rice (milled 80-20),6065.339793112479,2012-5,KG,18.527616202655736
Honduras,National Average,Rice (milled 80-20),5919.994887852259,2012-6,KG,-145.34490526022
Honduras,National Average,Rice (milled 80-20),5994.7715125082495,2012-7,KG,74.77662465599042
Honduras,National Average,Rice (milled 80-20),5841.530468119452,2012-8,KG,-153.2410443887975
Honduras,National Average,Rice (milled 80-20),5856.52333329119,2012-9,KG,14.99286517173823
Honduras,National Average,Rice (milled 80-20),5577.617763221271,2012-10,KG,-278.9055700699191
Honduras,National Average,Rice (milled 80-20),5591.082464271922,2012-11,KG,13.464701050650547
Honduras,National Average,Rice (milled 80-20),5595.945684739539,2012-12,KG,4.863220467616884
Honduras,National Average,Rice (milled 80-20),5769.38842175307,2013-1,KG,173.44273701353177
Honduras,National Average,Rice (milled 80-20),5835.970236929705,2013-2,KG,66.58181517663434
Honduras,National Average,Rice (milled 80-20),5834.756328842885,2013-3,KG,-1.2139080868200836
Honduras,National Average,Rice (milled 80-20),5871.9007043294105,2013-4,KG,37.14437548652586
Honduras,National Average,Rice (milled 80-20),5924.94005094117,2013-5,KG,53.039346611759356
Honduras,National Average,Rice (milled 80-20),5759.702393893278,2013-6,KG,-165.23765704789184
Honduras,National Average,Rice (milled 80-20),5752.407146045188,2013-7,KG,-7.295247848090185
Honduras,National Average,Rice (milled 80-20),5827.839561997408,2013-8,KG,75.43241595222025
Honduras,National Average,Rice (milled 80-20),5249.257526556223,2013-9,KG,-578.5820354411853
Honduras,National Average,Rice (milled 80-20),5256.490299823633,2013-10,KG,7.232773267410266
